gene	OVCAR3_MOCK	OVCAR3_KO	log2FC_OVCAR3	DEG_OVCAR3	SKOV3_MOCK	SKOV3_KO	log2FC_SKOV3	DEG_SKOV3
LOC105374062	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
DNALI1	6	20	1.584962500721156	Upregulated	1	0	-1	Downregulated
RPL10P7	0	1	1	Upregulated	1	0	-1	Downregulated
POPDC2	3	2	-0.4150374992788438	Downregulated	8	10	0.289506617194985	Upregulated
COX17	453	1064	1.2300892278222855	Upregulated	679	525	-0.37047194684539936	Downregulated
MAATS1	4	7	0.6780719051126377	Upregulated	2	3	0.41503749927884376	Upregulated
NR1I2	2	1	-0.5849625007211563	Downregulated	0	0	0	Neutral
PHBP8	0	0	0	Neutral	1	0	-1	Downregulated
GSK3B	1653	903	-0.8715645567560869	Downregulated	2046	1305	-0.6483562054769798	Downregulated
LOC100129707	0	4	2.321928094887362	Upregulated	3	1	-1	Downregulated
GNL2	2512	1930	-0.38006250693000515	Downregulated	5616	3861	-0.5404516386279602	Downregulated
LOC107986119	9	18	0.925999418556223	Upregulated	12	7	-0.7004397181410921	Downregulated
GPR156	4	3	-0.3219280948873623	Downregulated	4	4	0	Neutral
LOC442087	1	1	0	Neutral	5	0	-2.584962500721156	Downregulated
LRRC58	1684	2252	0.4190987221662072	Upregulated	3449	2440	-0.4991240667717398	Downregulated
FSTL1	248	529	1.0898466173824806	Upregulated	372	253	-0.5543471334830719	Downregulated
RSPO1	7	9	0.32192809488736235	Upregulated	2	2	0	Neutral
LOC107986121	4	5	0.2630344058337938	Upregulated	8	2	-1.5849625007211563	Downregulated
NDUFB4	1449	2575	0.8290796932123201	Upregulated	3682	2523	-0.5451694869171889	Downregulated
HGD	3	11	1.584962500721156	Upregulated	5	4	-0.2630344058337938	Downregulated
RABL3	575	535	-0.1038358109845399	Downregulated	1196	766	-0.6421246694405685	Downregulated
GTF2E1	435	283	-0.6184372052722443	Downregulated	756	526	-0.522490338348517	Downregulated
C1orf109	619	339	-0.8667334691365359	Downregulated	1212	770	-0.6537767852054759	Downregulated
LOC105374069	34	237	2.765534746362977	Upregulated	81	40	-1	Downregulated
STXBP5L	3	32	3.0443941193584534	Upregulated	3	6	0.8073549220576041	Upregulated
POLQ	269	761	1.4968315904424911	Upregulated	427	399	-0.09761079662642226	Downregulated
RPL7AP11	0	9	3.321928094887362	Upregulated	1	1	0	Neutral
ARGFX	2	2	0	Neutral	2	2	0	Neutral
FBXO40	0	0	0	Neutral	3	0	-2	Downregulated
CDCA8	662	497	-0.4128631280445068	Downregulated	998	889	-0.1666793419386582	Downregulated
HCLS1	4	2	-0.7369655941662062	Downregulated	7	6	-0.19264507794239588	Downregulated
RN7SL172P	0	1	1	Upregulated	0	0	0	Neutral
GOLGB1	2202	3080	0.4839291873384683	Upregulated	2956	1951	-0.5991811905574378	Downregulated
IQCB1	556	642	0.20714140998791555	Upregulated	1048	922	-0.1846121249314934	Downregulated
EAF2	86	124	0.5228407888133586	Upregulated	99	101	0.02856915219677092	Upregulated
SLC15A2	10	90	3.048363021561399	Upregulated	8	14	0.7369655941662062	Upregulated
ILDR1	85	25	-1.725825036561006	Downregulated	93	49	-0.9107326619029127	Downregulated
LOC101927010	2	9	1.7369655941662063	Upregulated	1	6	1.8073549220576042	Upregulated
EPHA10	92	153	0.72762772958687	Upregulated	142	91	-0.6363093807213765	Downregulated
CSTA	340	402	0.24100809950379498	Upregulated	113	96	-0.23297717197761403	Downregulated
CCDC58	596	661	0.14910028554241267	Upregulated	2301	1756	-0.38977364212385435	Downregulated
FAM162A	871	1364	0.6465009110302885	Upregulated	1471	971	-0.598749452451232	Downregulated
WDR5B	153	224	0.5469946505221358	Upregulated	207	125	-0.7231597946411757	Downregulated
LOC102723582	1	6	1.8073549220576042	Upregulated	4	0	-2.321928094887362	Downregulated
LOC107986122	3	2	-0.4150374992788438	Downregulated	5	2	-1	Downregulated
KPNA1	1268	1233	-0.04034967469168809	Downregulated	1899	1217	-0.6414852853119779	Downregulated
LOC107984000	4	3	-0.3219280948873623	Downregulated	3	5	0.5849625007211562	Upregulated
LOC105374071	0	3	2	Upregulated	0	0	0	Neutral
PARP9	165	489	1.5615985076556458	Upregulated	152	101	-0.5849625007211563	Downregulated
DTX3L	283	378	0.41630691866640973	Upregulated	342	265	-0.36678233067162275	Downregulated
PARP15	14	138	3.212050477114989	Upregulated	37	25	-0.5474877953024933	Downregulated
PARP14	324	579	0.8356131820991177	Upregulated	679	541	-0.3272418947838301	Downregulated
HSPBAP1	172	174	0.01658288419560432	Upregulated	256	229	-0.16013449824950282	Downregulated
DIRC2	301	130	-1.2049817377876286	Downregulated	238	132	-0.8455843724795591	Downregulated
LINC02035	309	224	-0.46234321405720047	Downregulated	189	132	-0.5145731728297583	Downregulated
SEMA5B	5	6	0.22239242133644802	Upregulated	6	2	-1.222392421336448	Downregulated
PDIA5	616	416	-0.5652231057047543	Downregulated	550	318	-0.7884958948062882	Downregulated
SEC22A	180	280	0.6345804331377206	Upregulated	329	238	-0.4654554062650672	Downregulated
ADCY5	15	15	0	Neutral	12	11	-0.1154772174199359	Downregulated
HACD2	1400	1167	-0.26241668155080083	Downregulated	2921	1942	-0.5886702772181538	Downregulated
MYLK-AS1	2	7	1.4150374992788437	Upregulated	3	7	1	Upregulated
MYLK	101	78	-0.36864459379439263	Downregulated	39	22	-0.7983661388303496	Downregulated
MYLK-AS2	1	0	-1	Downregulated	0	1	1	Upregulated
LOC105369194	6	22	1.7162070339994087	Upregulated	1	2	0.5849625007211562	Upregulated
VWA1	378	246	-0.6176868065864141	Downregulated	525	386	-0.44272923314789203	Downregulated
CCDC14	571	2501	2.1289947373874303	Upregulated	1000	803	-0.3161745676570649	Downregulated
ROPN1	4	2	-0.7369655941662062	Downregulated	2	0	-1.5849625007211563	Downregulated
KALRN	167	143	-0.22239242133644802	Downregulated	128	132	0.04405518007793556	Upregulated
RPL7P15	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
LOC107986123	0	0	0	Neutral	1	0	-1	Downregulated
MANEAL	214	87	-1.288761230952163	Downregulated	322	268	-0.26392799213730084	Downregulated
UMPS	869	852	-0.02846965941780041	Downregulated	1795	1335	-0.4268673422670947	Downregulated
ITGB5	1199	255	-2.228818690495881	Downregulated	1554	1067	-0.5420029333304109	Downregulated
ENO1P3	1	2	0.5849625007211562	Upregulated	2	1	-0.5849625007211563	Downregulated
MUC13	0	0	0	Neutral	3	0	-2	Downregulated
HEG1	99	20	-2.2515387669959646	Downregulated	151	131	-0.203533394085132	Downregulated
SLC12A8	227	116	-0.9625252945813371	Downregulated	171	126	-0.43758006792993215	Downregulated
YRDC	868	293	-1.5635400219780358	Downregulated	1853	1062	-0.8024996470944261	Downregulated
LOC105374079	0	7	3	Upregulated	0	0	0	Neutral
ZNF148	798	1212	0.6023121421925334	Upregulated	1621	1075	-0.5920957416606488	Downregulated
LOC100421437	0	3	2	Upregulated	4	0	-2.321928094887362	Downregulated
LOC105374080	0	3	2	Upregulated	0	4	2.321928094887362	Upregulated
SNX4	495	687	0.4720684443152228	Upregulated	897	564	-0.6684645774385968	Downregulated
OSBPL11	470	338	-0.4744417864764394	Downregulated	641	516	-0.31240901680736843	Downregulated
C1orf122	576	320	-0.8459980215231795	Downregulated	765	618	-0.30740498271069244	Downregulated
MTF1	958	500	-0.9367202118229223	Downregulated	1110	783	-0.5029332572738837	Downregulated
LOC102723696	0	19	4.321928094887363	Upregulated	4	0	-2.321928094887362	Downregulated
FAM86JP	149	46	-1.6742298388182435	Downregulated	181	121	-0.5770573026358101	Downregulated
ALG1L	15	29	0.9068905956085185	Upregulated	11	8	-0.4150374992788438	Downregulated
LOC100533621	0	1	1	Upregulated	2	0	-1.5849625007211563	Downregulated
ROPN1B	8	9	0.15200309344505006	Upregulated	4	7	0.6780719051126377	Upregulated
SLC41A3	594	284	-1.0619277491432018	Downregulated	558	412	-0.43670650142374484	Downregulated
LOC107983957	1	7	2	Upregulated	6	4	-0.4854268271702417	Downregulated
LOC105374085	0	0	0	Neutral	0	1	1	Upregulated
ALDH1L1	0	1	1	Upregulated	7	6	-0.19264507794239588	Downregulated
LOC105374086	0	1	1	Upregulated	0	0	0	Neutral
LOC107986124	2	4	0.7369655941662062	Upregulated	12	7	-0.7004397181410921	Downregulated
KLF15	70	40	-0.7921951148865983	Downregulated	71	40	-0.8123729968242287	Downregulated
INPP5B	426	310	-0.45732148948988777	Downregulated	377	258	-0.5454341365345187	Downregulated
LOC105374088	1	0	-1	Downregulated	0	0	0	Neutral
CCDC37-AS1	2	0	-1.5849625007211563	Downregulated	0	0	0	Neutral
CFAP100	7	7	0	Neutral	2	0	-1.5849625007211563	Downregulated
LOC105374089	2	24	3.0588936890535687	Upregulated	8	0	-3.1699250014423126	Downregulated
ZXDC	661	526	-0.3290282551700031	Downregulated	723	589	-0.2952747428340018	Downregulated
UROC1	0	1	1	Upregulated	0	0	0	Neutral
CHST13	19	7	-1.3219280948873622	Downregulated	8	6	-0.36257007938470825	Downregulated
C3orf22	1	6	1.8073549220576042	Upregulated	2	0	-1.5849625007211563	Downregulated
TXNRD3NB	0	1	1	Upregulated	2	0	-1.5849625007211563	Downregulated
TXNRD3	336	317	-0.08372182589750303	Downregulated	204	99	-1.0356239097307214	Downregulated
LOC100419878	2	5	1	Upregulated	0	0	0	Neutral
CHCHD6	719	691	-0.057224868692950036	Downregulated	710	481	-0.5608164133894538	Downregulated
RCC2P4	0	7	3	Upregulated	4	0	-2.321928094887362	Downregulated
PLXNA1	1234	917	-0.42794498305823214	Downregulated	1130	798	-0.5013315210618436	Downregulated
LOC105378651	0	3	2	Upregulated	1	0	-1	Downregulated
LOC101060159	0	0	0	Neutral	3	1	-1	Downregulated
LOC100419008	1	0	-1	Downregulated	1	2	0.5849625007211562	Upregulated
LOC105374094	1	0	-1	Downregulated	0	0	0	Neutral
LOC107986125	0	2	1.584962500721156	Upregulated	0	0	0	Neutral
TPRA1	538	219	-1.292781749227846	Downregulated	874	593	-0.5588200859189254	Downregulated
SF3A3	2581	2252	-0.19664168707176263	Downregulated	6531	4421	-0.5628257657454692	Downregulated
MCM2	1489	333	-2.157392322875472	Downregulated	3002	2702	-0.15184296302245484	Downregulated
LOC107986126	291	100	-1.5316130761282225	Downregulated	734	583	-0.33177588084370946	Downregulated
PODXL2	403	177	-1.182478051785397	Downregulated	739	587	-0.33170911567994776	Downregulated
ABTB1	213	151	-0.4935394729575615	Downregulated	97	75	-0.36678233067162275	Downregulated
MGLL	448	53	-3.0556841325776785	Downregulated	822	550	-0.578840111850468	Downregulated
LOC107986127	1	13	2.807354922057604	Upregulated	21	7	-1.4594316186372973	Downregulated
LOC107986128	0	2	1.584962500721156	Upregulated	3	0	-2	Downregulated
LOC107986129	0	2	1.584962500721156	Upregulated	1	1	0	Neutral
KBTBD12	1	20	3.3923174227787602	Upregulated	1	2	0.5849625007211562	Upregulated
ATAD3C	17	76	2.096861539252589	Upregulated	16	16	0	Neutral
LOC102723759	2	9	1.7369655941662063	Upregulated	0	0	0	Neutral
SEC61A1	2978	1700	-0.80844498258614494	Downregulated	3444	2459	-0.4858456673650514	Downregulated
RUVBL1	1375	973	-0.4984867926197557	Downregulated	3590	2459	-0.545727337438056	Downregulated
RUVBL1-AS1	1	5	1.584962500721156	Upregulated	2	1	-0.5849625007211563	Downregulated
EEFSEC	363	172	-1.0731664125619718	Downregulated	395	352	-0.16583224680842928	Downregulated
DNAJB8	0	3	2	Upregulated	0	0	0	Neutral
DNAJB8-AS1	0	0	0	Neutral	1	0	-1	Downregulated
FHL3	388	163	-1.2460743403681083	Downregulated	320	258	-0.3096211994357493	Downregulated
GATA2	226	88	-1.3508150563245171	Downregulated	337	228	-0.5616756481852403	Downregulated
GATA2-AS1	33	76	1.179323699444562	Upregulated	43	44	0.03242147769237742	Upregulated
LOC90246	10	29	1.4474589769712212	Upregulated	10	17	0.7104933828050152	Upregulated
TMED10P2	6	4	-0.4854268271702417	Downregulated	0	1	1	Upregulated
LINC01565	0	4	2.321928094887362	Upregulated	0	0	0	Neutral
RPN1	5531	3319	-0.7366179149162071	Downregulated	9796	6277	-0.6420350113568073	Downregulated
POU5F1P6	0	3	2	Upregulated	0	0	0	Neutral
RAB7A	5097	2091	-1.2850485217752603	Downregulated	5244	3424	-0.6148387847293785	Downregulated
FTH1P4	2	18	2.662965012722429	Upregulated	2	2	0	Neutral
UTP11	1526	1533	0.006598420706081862	Upregulated	3587	2254	-0.6700524567765179	Downregulated
RPS15AP16	0	7	3	Upregulated	1	0	-1	Downregulated
LOC653712	5	4	-0.2630344058337938	Downregulated	10	9	-0.13750352374993496	Downregulated
ACAD9	378	343	-0.13978928346899372	Downregulated	517	339	-0.6074173515488521	Downregulated
KIAA1257	127	257	1.0112272554232542	Upregulated	180	126	-0.5111612003110395	Downregulated
EFCC1	19	12	-0.6214883767462701	Downregulated	30	25	-0.253756592245783	Downregulated
POU3F1	13	97	2.807354922057604	Upregulated	7	5	-0.4150374992788438	Downregulated
ISY1-RAB43	42	48	0.1884450894131103	Upregulated	13	44	1.6844981742720706	Upregulated
RAB43	60	22	-1.4071753815058734	Downregulated	43	13	-1.6520766965796931	Downregulated
ISY1	688	680	-0.016849184692220097	Downregulated	1249	1025	-0.2848973639423954	Downregulated
CNBP	6432	8400	0.38506937839410826	Upregulated	11718	9227	-0.3447595585282645	Downregulated
LOC105374101	6	4	-0.4854268271702417	Downregulated	1	1	0	Neutral
COPG1	4017	989	-2.02097713376632	Downregulated	3491	2177	-0.6810496049125332	Downregulated
LOC107985103	40	82	1.0174874267288412	Upregulated	29	12	-1.2064508774674263	Downregulated
HMCES	988	553	-0.8360845447099224	Downregulated	1105	881	-0.3265008246771864	Downregulated
H1FX	4970	688	-2.8509602152383167	Downregulated	4187	2714	-0.6253092442390845	Downregulated
H1FX-AS1	1	9	2.321928094887362	Upregulated	1	4	1.3219280948873624	Upregulated
MARK2P3	0	0	0	Neutral	1	0	-1	Downregulated
RPL32P3	56	101	0.8395353278067539	Upregulated	58	39	-0.5607149544744789	Downregulated
SNORA7B	1	5	1.584962500721156	Upregulated	1	1	0	Neutral
EFCAB12	10	28	1.3985493764902748	Upregulated	7	10	0.45943161863729726	Upregulated
MBD4	217	368	0.7592926812834696	Upregulated	398	298	-0.4162432620242407	Downregulated
LOC105378653	1	12	2.700439718141092	Upregulated	1	1	0	Neutral
IFT122	178	133	-0.417726586806484	Downregulated	190	159	-0.25550073314838634	Downregulated
RHO	1	2	0.5849625007211562	Upregulated	0	0	0	Neutral
H1FOO	0	5	2.584962500721156	Upregulated	1	0	-1	Downregulated
PLXND1	822	444	-0.8870870945678655	Downregulated	533	389	-0.4533656179379432	Downregulated
TMCC1	398	445	0.160654963697959	Upregulated	555	361	-0.6190951856403022	Downregulated
TMCC1-AS1	16	25	0.6129768768907526	Upregulated	7	12	0.7004397181410922	Upregulated
TRH	0	3	2	Upregulated	2	0	-1.5849625007211563	Downregulated
LOC107986130	13	19	0.5145731728297582	Upregulated	15	14	-0.09310940439148147	Downregulated
ALG1L2	5	3	-0.5849625007211563	Downregulated	1	1	0	Neutral
LOC105374105	8	63	2.8300749985576874	Upregulated	30	19	-0.632268215499513	Downregulated
FAM86HP	19	31	0.6780719051126377	Upregulated	37	27	-0.4405725913859815	Downregulated
LOC105374104	1	31	4	Upregulated	1	2	0.5849625007211562	Upregulated
LOC105374103	1	39	4.321928094887363	Upregulated	4	6	0.48542682717024166	Upregulated
LOC107986131	2	34	3.5443205162238103	Upregulated	2	5	1	Upregulated
LOC107986133	4	10	1.1375035237499351	Upregulated	1	1	0	Neutral
ENPP7P3	0	0	0	Neutral	1	0	-1	Downregulated
LOC107986134	2	1	-0.5849625007211563	Downregulated	0	0	0	Neutral
LOC107986132	0	1	1	Upregulated	0	0	0	Neutral
COL6A4P2	0	4	2.321928094887362	Upregulated	0	0	0	Neutral
COL6A6	0	1	1	Upregulated	0	0	0	Neutral
PIK3R4	535	403	-0.40787770770597775	Downregulated	893	566	-0.6569260962410889	Downregulated
LOC107986023	1	9	2.321928094887362	Upregulated	2	5	1	Upregulated
ATP2C1	902	991	0.135614132906017	Upregulated	1776	1074	-0.7251070215518555	Downregulated
LOC100420832	0	3	2	Upregulated	0	0	0	Neutral
ASTE1	46	74	0.6742298388182435	Upregulated	87	75	-0.21150410519371174	Downregulated
NEK11	58	68	0.22588140741632778	Upregulated	89	104	0.22239242133644802	Upregulated
LINC01343	0	0	0	Neutral	1	0	-1	Downregulated
LOC107986024	0	3	2	Upregulated	3	0	-2	Downregulated
LOC339874	2	6	1.222392421336448	Upregulated	4	1	-1.3219280948873622	Downregulated
NUDT16P1	137	75	-0.8605969433345836	Downregulated	137	95	-0.523561956057013	Downregulated
NUDT16	360	379	0.07400058144377678	Upregulated	483	311	-0.6334610184123463	Downregulated
LOC107986025	0	7	3	Upregulated	12	4	-1.3785116232537298	Downregulated
LOC105374110	0	1	1	Upregulated	2	3	0.41503749927884376	Upregulated
MRPL3	2707	3026	0.16066093625251662	Upregulated	6481	4216	-0.6202219990387069	Downregulated
SNORA58	1	0	-1	Downregulated	0	0	0	Neutral
LOC105374114	1	1	0	Neutral	1	1	0	Neutral
ATAD3B	427	715	0.7423487908631096	Upregulated	1524	1204	-0.3397760962202871	Downregulated
BCL2L12P1	1	0	-1	Downregulated	0	0	0	Neutral
CPNE4	0	0	0	Neutral	0	1	1	Upregulated
ACPP	8	2	-1.5849625007211563	Downregulated	2	0	-1.5849625007211563	Downregulated
LOC100130550	0	0	0	Neutral	1	0	-1	Downregulated
DNAJC13	988	999	0.015957573902976287	Upregulated	1953	1228	-0.6689455515957236	Downregulated
NPHP3-ACAD11	50	25	-0.9719856238304035	Downregulated	68	68	0	Neutral
ACAD11	417	434	0.05751245865520797	Upregulated	899	674	-0.4150374992788438	Downregulated
ACKR4	4	7	0.6780719051126377	Upregulated	8	3	-1.1699250014423124	Downregulated
UBA5	715	785	0.13456972499435002	Upregulated	1352	886	-0.6091558296754731	Downregulated
NPHP3	75	277	1.871013559279922	Upregulated	120	85	-0.49259848257249667	Downregulated
TMEM108	0	0	0	Neutral	1	0	-1	Downregulated
BFSP2	1	0	-1	Downregulated	1	1	0	Neutral
BFSP2-AS1	10	54	2.321928094887362	Upregulated	10	11	0.12553088208385882	Upregulated
CDV3	4196	2233	-0.9097292774025948	Downregulated	6578	4213	-0.6426779985774437	Downregulated
TOPBP1	806	1397	0.7927237820976561	Upregulated	1907	1486	-0.35965652395309294	Downregulated
TF	14	27	0.9004643264490856	Upregulated	21	19	-0.13750352374993496	Downregulated
TFP1	10	51	2.241008099503795	Upregulated	19	6	-1.5145731728297582	Downregulated
LOC100421637	0	0	0	Neutral	1	0	-1	Downregulated
SRPRB	1341	1007	-0.41288903270026706	Downregulated	4015	2626	-0.6123430688171401	Downregulated
LOC105374116	0	0	0	Neutral	3	0	-2	Downregulated
RAB6B	401	255	-0.6510516911789287	Downregulated	476	312	-0.6078266090728932	Downregulated
SLCO2A1	12	4	-1.3785116232537298	Downregulated	1	1	0	Neutral
LOC105374117	5	1	-1.5849625007211563	Downregulated	9	5	-0.7369655941662062	Downregulated
RYK	1358	1358	0	Neutral	1749	1115	-0.6490178948905037	Downregulated
HMGB3P14	2	6	1.222392421336448	Upregulated	4	2	-0.7369655941662062	Downregulated
LOC105374119	3	1	-1	Downregulated	2	4	0.7369655941662062	Upregulated
LOC105374118	6	3	-0.8073549220576042	Downregulated	0	2	1.584962500721156	Upregulated
AMOTL2	1351	309	-2.124755031007947	Downregulated	1450	1082	-0.42201427645841727	Downregulated
ANAPC13	654	872	0.4144867472046274	Upregulated	1252	905	-0.4678034592756255	Downregulated
CEP63	295	374	0.34129341975429345	Upregulated	466	361	-0.3674328526264566	Downregulated
KY	1	2	0.5849625007211562	Upregulated	0	0	0	Neutral
EPHB1	4	5	0.2630344058337938	Upregulated	0	0	0	Neutral
LOC105374121	3	1	-1	Downregulated	1	0	-1	Downregulated
LOC105374120	0	1	1	Upregulated	0	0	0	Neutral
LOC105378660	1	0	-1	Downregulated	0	0	0	Neutral
LOC102724019	0	3	2	Upregulated	0	0	0	Neutral
PPP2R3A	197	257	0.38187063534364446	Upregulated	133	77	-0.780686971595524	Downregulated
LOC107986135	0	3	2	Upregulated	1	0	-1	Downregulated
MSL2	601	505	-0.250626102065392	Downregulated	950	647	-0.5534515279759388	Downregulated
TDGF1P6	2	17	2.584962500721156	Upregulated	5	1	-1.5849625007211563	Downregulated
LOC400750	2	1	-0.5849625007211563	Downregulated	1	0	-1	Downregulated
PCCB	1104	485	-1.185018150673013	Downregulated	1626	981	-0.7284193213578348	Downregulated
STAG1	992	767	-0.3706874068072177	Downregulated	2644	2117	-0.3205651330090517	Downregulated
LOC100421438	2	15	2.415037499278844	Upregulated	2	1	-0.5849625007211563	Downregulated
SLC35G2	36	93	1.3451354860486875	Upregulated	110	62	-0.8171359428501895	Downregulated
NCK1-AS1	40	80	0.982297998266541	Upregulated	56	35	-0.6629650127224294	Downregulated
RRAGC	497	170	-1.542149417182183	Downregulated	540	325	-0.7307566295957378	Downregulated
NCK1	493	467	-0.07800251200127321	Downregulated	618	343	-0.8475308445121668	Downregulated
RAD51AP1P1	0	8	3.169925001442312	Upregulated	1	2	0.5849625007211562	Upregulated
LOC107986136	28	62	1.1192989283723445	Upregulated	51	40	-0.3428877135230085	Downregulated
IL20RB	360	65	-2.4514609075287175	Downregulated	32	11	-1.4594316186372973	Downregulated
SOX14	3	0	-2	Downregulated	0	0	0	Neutral
GJA9-MYCBP	0	40	5.357552004618084	Upregulated	7	5	-0.4150374992788438	Downregulated
CLDN18	0	9	3.321928094887362	Upregulated	1	1	0	Neutral
LOC105374127	0	15	4	Upregulated	3	2	-0.4150374992788438	Downregulated
LOC105374128	1	32	4.044394119358453	Upregulated	8	1	-2.1699250014423126	Downregulated
DZIP1L	31	78	1.3037807481771029	Upregulated	78	63	-0.30378074817710293	Downregulated
KRT8P36	3	1	-1	Downregulated	4	5	0.2630344058337938	Upregulated
A4GNT	0	1	1	Upregulated	0	1	1	Upregulated
DBR1	406	345	-0.23425675662952233	Downregulated	833	626	-0.4115819406426247	Downregulated
ARMC8	471	877	0.8954340801735169	Upregulated	834	584	-0.5133395728906478	Downregulated
NME9	10	48	2.155278225477911	Upregulated	18	7	-1.2479275134435857	Downregulated
SEPT14P18	4	11	1.2630344058337937	Upregulated	7	1	-2	Downregulated
ATAD3A	1024	331	-1.6263687630458836	Downregulated	1967	1425	-0.4647562388953518	Downregulated
MYCBP	533	881	0.7239389138699667	Upregulated	892	688	-0.3741561924169315	Downregulated
